id,sheet,source,description,city,province_state,materialOpCost,laborOpCost,equipmentOpCost
120041,materials_glazing,placeholder,upcharge to triple glazing from double glazing,VANCOUVER,BRITISH COLUMBIA,163.82,0.0,0.0
120042,materials_glazing,placeholder,upcharge to structural design upgrades to glazing frames to suit quad glazing (15% upcharge),VANCOUVER,BRITISH COLUMBIA,38.69,0.0,0.0
130043,materials_opaque,placeholder,"Gypsum wallboard, on walls, standard, 1/2"" thick, finish excluded",,,1.29,2.03,0.0
230044,materials_opaque,placeholder,"Brick veneer wall, standard face, 2x6 studs @ 16"" back-up, running bond",,,42.52,75.95,0.0
110045,materials_opaque,placeholder,"Vapor retarders, building paper, polyethylene vapor barrier, standard, 4 mil (.004"" thick), 9' x 400' roll",,,17.43,9.79,0.0
110046,materials_opaque,placeholder,"Blanket insulation, for walls or ceilings, foil faced fiberglass, 6"" thick, R21, 15"" wide",,,1.03,1.64,0.0
100047,materials_opaque,placeholder,"Sheathing, plywood on walls, CDX, 1/2"" thick, pneumatic nailed",,,2.47,2.27,0.0
110048,materials_opaque,placeholder,"Weather barriers, building paper, spun bonded polyethylene",,,0.16,0.54,0.0
110049,materials_opaque,placeholder,"Wood siding, boards, redwood, tongue & groove, ""B"" grade, 1"" x 8""",,,20.17,4.88,0.0
130050,materials_opaque,placeholder,"Paints & coatings, siding, misc., smooth wood(butt, T&G, beveled, drop, or B&B siding), waterproof sealer, first coat, spray",,,0.36,0.1,0.0
130051,materials_opaque,placeholder,"Paints & coatings, siding, exterior, Texture 1-111 or clapboard, oil base, stain 2 coats, spray",,,0.56,0.4,0.0
090052,materials_opaque,placeholder,"Partition, galvanized LB studs, 16 ga x 3-5/8"" W studs 16"" OC x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging",,,72.91,73.33,0.0
110053,materials_opaque,placeholder,"Polymer based exterior insulation and finish system, field applied, 2"" EPS insulation",,,3.78,24.25,0.53
110054,materials_opaque,placeholder,"Vinyl siding, clapboard profile, woodgrain texture, .048 thick, single 8""",,,1.74,3.72,0.0
230055,materials_opaque,placeholder,"Wood siding, 2""x6"" studs 16""OC, insulated wall, 8"" plain vinyl siding",,,31.27,0.61,0.0
090056,materials_opaque,placeholder,"Metal decking, steel edge closure form, galvanized, with 2 bends, 12"" wide, 18 gauge",,,10.86,5.29,0.99
110057,materials_opaque,placeholder,"Steel siding, colored, corrugated or ribbed, on steel frame, 10 year finish, 24 gauge, incl. fasteners",,,10.22,4.44,0.0
110058,materials_opaque,placeholder,"Aluminum siding, closure strips, corrugated, .032"" thick",,,2.24,7.41,0.0
230059,materials_opaque,placeholder,"Metal siding, steel, corrugated or ribbed, 24 ga, .0239"" thick, colored",,,16.97,6.69,0.1
080060,materials_opaque,placeholder,"Brick walls, alt method of estimating by square foot, common brick, 6.75 brick per square foot, 4"" thick wall, incl mortar, 3% brick waste and 25% mortar waste, vertical reinforcement and grout, excl scaffolding & horizontal joint reinforcement",,,14.32,25.07,0.0
090061,materials_opaque,placeholder,"Lintel angle, structural, unpainted, under 500 lb., shop fabricated",,,0.2,2.73,0.0
230062,materials_opaque,placeholder,"Brick veneer wall, glazed face, 2x6 studs @ 16"" back-up, running bond",,,94.89,76.14,0.0
080063,materials_opaque,placeholder,"Concrete block partitions, normal weight blocks, 2000 psi, 6"" x 8"" x 16"", tooled joints both sides, includes mortar, excludes scaffolding, horizontal reinforcing, vertical reinforcing and grout",,,6.3,10.31,0.0
080064,materials_opaque,placeholder,"Masonry reinforcing bars, ladder type steel joint reinforcing, mill standard galvanized, 6"" wall, 9 ga. sides, 9 ga. ties",,,61.05,45.02,0.0
080065,materials_opaque,placeholder,"Masonry reinforcing bars, #5 and #6 reinforcing steel bars, placed vertically, ASTM A615",,,0.56,2.49,0.0
080066,materials_opaque,placeholder,"Control joint, PVC, for double wythe 8"" minimum wall (Brick/CMU)",,,5.44,4.88,0.0
080067,materials_opaque,placeholder,"Grout, concrete masonry unit (CMU) cores, 8"" thick, 0.258 C.F./S.F., pumped, excludes blockwork",,,9.18,3.73,1.26
110068,materials_opaque,placeholder,"Wall insulation, rigid, extruded polystyrene, 25 psi compressive strength, 3"" thick, R15",,,13.98,0.66,0.0
110069,materials_opaque,placeholder,"Blanket insulation, for walls or ceilings, foil faced fiberglass, 3-1/2"" thick, R13, 23"" wide",,,4.2,0.84,0.0
010070,materials_opaque,placeholder,"Crane crew, daily use for small jobs, 80-ton truck-mounted hydraulic crane, portal to portal",,,0.0,1803.62,3276.0
040071,materials_opaque,placeholder,"C.I.P. concrete forms, slab on grade, edge, wood, to 6"" high, 4 use, includes erecting, bracing, stripping and cleaning",,,0.84,14.77,0.0
040072,materials_opaque,placeholder,"Turnbuckle form aligner, for CIP footing forms, includes material only",,,46.83,0.0,0.0
040073,materials_opaque,placeholder,"Slab lifting inserts, single pickup, galvanized, for precast concrete, 3/4"" diameter x 5"" high, includes material only",,,14607.2,0.0,0.0
040074,materials_opaque,placeholder,"Welded wire fabric, plain, sheets, 6 x 6 - W2.9 x W2.9 (6 x 6) 42 lb./C.S.F., ASTM A185, incl labor for accessories, excl material for accessories",,,196.68,84.34,0.0
040075,materials_opaque,placeholder,"Structural concrete, ready mix, heavyweight, 3000 psi, includes local aggregate, sand, Portland cement (Type I) and water, delivered, excludes all additives and treatments",,,731.24,0.0,0.0
040076,materials_opaque,placeholder,"Concrete surface treatment, curing, sprayed membrane compound",,,16.06,12.89,0.0
040077,materials_opaque,placeholder,"Concrete surface treatment, release agent, for tilt slabs, 1000 SF/gal, 5 gallon pail, includes material only",,,7.68,0.0,0.0
090078,materials_opaque,placeholder,"Angle framing, structural steel, less than 4"", field fabricated, incl cutting & welding",,,3.73,25.8,3.49
110079,materials_opaque,placeholder,"Extruded polystyrene insulation, rigid, for walls, 25 psi compressive strength, 2"" thick, R10",,,9.51,3.71,0.0
040080,materials_opaque,placeholder,"Precast wall panel, smooth, gray, uninsulated, high rise, 4' x 8' x 4"" thick, 3000 psi",,,25.99,34.99,35.95
110081,materials_opaque,placeholder,"Blanket insulation, for walls or ceilings, foil faced fiberglass, 6"" thick, R19, 23"" wide",,,0.95,0.98,0.0
040197,materials_opaque,placeholder,"C.I.P. concrete forms, wall, job built, plywood, to 8' high, 4 use, includes erecting, bracing, stripping and cleaning",,,10.67,28.25,0.0
040083,materials_opaque,placeholder,"Reinforcing steel, in place, walls, #3 to #7, A615, grade 60, incl labor for accessories, excl material for accessories",,,9378.38,2268.14,0.0
040084,materials_opaque,placeholder,"Concrete finishing, walls, includes breaking ties and patching voids",,,0.1,2.08,0.0
110085,materials_opaque,placeholder,"Steel siding, factory sandwich panel, 2"" insulation, galvanized, baked enamel exterior, 22 gauge, incl. fasteners",,,52.84,13.66,0.0
120086,materials_opaque,placeholder,"Spandrel glass, for 3/8"" thick, add",,,34.6,0.0,0.0
120087,materials_opaque,placeholder,"Spandrel glass, panels, insulated, with aluminum backed fiberglass, 2"" thick",,,112.96,4.52,0.0
110088,materials_opaque,placeholder,"Wall insulation, rigid, isocyanurate, foil faced, both sides, 4' x 8' sheet, 1/2"" thick",,,0.97,1.91,0.0
110089,materials_opaque,placeholder,"Isocyanurate insulation, rigid, for walls, 4' x 8' sheet, 1"" thick, foil faced, both sides",,,3.43,3.48,0.0
110090,materials_opaque,placeholder,"Insulation, polyurethane foam, 2#/CF density, 1"" thick, R6.5, sprayed",,,5.96,0.98,0.72
110091,materials_opaque,placeholder,"Isocyanurate insulation, rigid, for walls, 4' x 8' sheet, 1-1/2"" thick, foil faced, both sides",,,1.62,3.03,0.0
110092,materials_opaque,placeholder,"Insulation, polyurethane foam, 2#/CF density, 5"" thick, R32.5, sprayed",,,24.64,3.59,0.82
110093,materials_opaque,placeholder,"Insulation, polyurethane foam, 2#/CF density, 2"" thick, R13, sprayed",,,3.68,1.71,0.05
110177,materials_opaque,placeholder,"Isocyanurate insulation, rigid, for walls, 4' x 8' sheet, 2"" thick, foil faced, both sides",,,7.24,0.6,0.0
110095,materials_opaque,placeholder,"Wall insulation, rigid, isocyanurate, foil faced, both sides, 4' x 8' sheet, 3"" thick",,,8.54,3.04,0.0
110096,materials_opaque,placeholder,"Insulation, polyurethane foam, 2#/CF density, 3"" thick, R19.5, sprayed",,,13.65,2.65,2.03
130097,materials_opaque,placeholder,"Gypsum wallboard, fire resistant, synthetic, nailed or screwed to studs, on walls, 1/2"" thick, finish excluded",,,2.98,2.58,0.0
110178,materials_opaque,placeholder,"Wall insulation, rigid, isocyanurate, foil faced, both sides, 4' x 8' sheet, 4"" thick",,,7.43,3.69,0.0
110164,materials_opaque,placeholder,"Insulation, polyurethane foam, 2#/CF density, 4"" thick, R26, sprayed",,,1.43,0.64,2.96
110100,materials_opaque,placeholder,"Blanket insulation, for walls or ceilings, foil faced fiberglass, 3-1/2"" thick, R15, 23"" wide",,,4.91,1.76,0.0
110101,materials_opaque,placeholder,"Blanket insulation, for walls or ceilings, foil faced fiberglass, 6"" thick, R21, 23"" wide",,,1.85,0.66,0.0
110102,materials_opaque,placeholder,"Insulation, polyurethane foam, 2#/CF density, 6"" thick, R39, sprayed",,,7.39,0.85,1.78
110103,materials_opaque,placeholder,"Built-up roofing systems, asphalt flood coat with gravel/slag surfacing, asphalt base sheet, 3-plies #15 asphalt felt, mopped, excl. insulation, flashing or wood nailers",,,757.5,191.91,101.92
100104,materials_opaque,placeholder,"Underlayment, plywood, underlayment grade, 1/2"" thick, pneumatic nailed",,,9.61,1.53,0.0
110105,materials_opaque,placeholder,"Roof deck insulation, extruded polystyrene, 4"" thick, R20, 25 psi compressive strength, fastening excluded",,,13.66,0.56,0.0
100106,materials_opaque,placeholder,"Wood roof decking, western white spruce, 2"" thick",,,5.43,10.87,0.0
110107,materials_opaque,placeholder,"Roof deck insulation, fiberglass, 1-5/16"" thick, R5.26, fastening excluded",,,3.74,1.83,0.0
090108,materials_opaque,placeholder,"Metal roof decking, steel, open type B wide rib, galvanized, 50 to 500 Sq, 1-1/2"" D, 18 gauge",,,10.26,2.28,0.03
110109,materials_opaque,placeholder,"Ethylene-propylene-diene-monomer roofing, (EPDM), 0.40 psf, fully adhered with adhesive, 60 mils",,,850.38,348.01,11.47
110110,materials_opaque,placeholder,"Flat seam sheet metal roofing, zinc copper alloy, .020"" thick",,,1985.36,285.67,0.0
110111,materials_opaque,placeholder,"Weather barriers, building paper, asphalt felt sheathing paper, #15, per square foot",,,0.01,0.72,0.0
100112,materials_opaque,placeholder,"Underlayment, plywood, underlayment grade, 3/4"" thick, pneumatic nailed",,,6.86,0.99,0.0
110113,materials_opaque,placeholder,"Asphalt shingles, premium, laminated multi-layered shingles, class A, 300-385 lb/sq",,,2059.31,34.35,0.0
110114,materials_opaque,placeholder,"Blanket insulation for floors/ceilings, fiberglass, paper or foil backing, 1 side, 9-1/2"" thick, R30, incl. spring type wire fasteners",,,6.11,3.9,0.0
110115,materials_opaque,placeholder,"Polyisocyanurate insulation, for roof decks, 1-1/2"" thick, 2#/CF density, fastening excluded",,,2.05,1.22,0.0
110116,materials_opaque,placeholder,"Blanket insulation for floors/ceilings, fiberglass, paper or foil backing, 1 side, 12"" thick, R38, incl. spring type wire fasteners",,,1.44,1.88,0.0
110117,materials_opaque,placeholder,"Polyisocyanurate insulation, for roof decks, 3/4"" thick, 2#/CF density, fastening excluded",,,3.94,0.1,0.0
110118,materials_opaque,placeholder,"Fiberglass insulation, ceilings, with open access, 16"" thick, R38, blown-in",,,4.53,4.9,1.48
110119,materials_opaque,placeholder,"Fiberglass insulation, ceilings, with open access, 20"" thick, R49, blown-in",,,7.18,1.08,2.73
110120,materials_opaque,placeholder,"Roof deck insulation, fastening alternatives, coated screws, 4""",,,0.13,0.78,0.0
040121,materials_opaque,placeholder,"C.I.P. concrete forms, elevated slab, floor, hung from steel beams, 4 use, includes shoring, erecting, bracing, stripping and cleaning",,,16.53,17.55,0.0
040122,materials_opaque,placeholder,"C.I.P. concrete forms, wall, job built, plywood, to 8' high, 1 use, includes erecting, bracing, stripping and cleaning",,,18.6,29.03,0.0
040123,materials_opaque,placeholder,"Reinforcing steel, in place, elevated slabs, #4 to #7, A615, grade 60, incl labor for accessories, excl material for accessories",,,5442.35,1980.68,0.0
110124,materials_opaque,placeholder,"Sprayed fireproofing, vermiculite cement, troweled or sprayed, 1/4"" thick",,,7.51,1.06,0.19
240125,materials_opaque,placeholder,"Insulation, rigid, roof deck, extruded polystyrene, 25 PSI compressive strength, 2"" thick, R10",,,1.11,0.66,0.0
090126,materials_opaque,placeholder,"Floor joist, galvanized CF steel, 14 ga x 10"" D, incl joists (2"" flange) & fasteners, excl band joists (track), web stiffeners, headers, beams, bridging & bracing, labor, materials only",,,26.14,0.0,0.0
100127,materials_opaque,placeholder,"Subfloors, plywood, CDX, 3/4"" thick, pneumatic nailed",,,2.05,0.49,0.0
110128,materials_opaque,placeholder,"Steel siding, beveled, vinyl coated, 10"" wide",,,4.66,9.19,0.0
100129,materials_opaque,placeholder,"Wood framing, joists, 2"" x 10""",,,3922.28,491.9,0.0
040130,materials_opaque,placeholder,"Expansion joint, premolded, bituminous fiber, 1/2"" x 6""",,,1.88,5.13,0.0
040131,materials_opaque,placeholder,"Welded wire fabric, plain, sheets, 6 x 6 - W2.1 x W2.1 (8 x 8) 30 lb./C.S.F., ASTM A185, incl labor for accessories, excl material for accessories",,,111.66,133.9,0.0
040132,materials_opaque,placeholder,"Structural concrete, ready mix, heavyweight, 3500 psi, includes local aggregate, sand, Portland cement (Type I) and water, delivered, excludes all additives and treatments",,,51.54,0.0,0.0
040133,materials_opaque,placeholder,"Structural concrete, placing, slab on grade, direct chute, over 6"" thick, includes leveling (strike off) & consolidation, excludes material",,,0.0,53.12,0.86
040134,materials_opaque,placeholder,"Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4, for Composite Overall Floor Flatness & Levelness to FF35/FL25, bull float, machine float & steel trowel (walk-behind), excl placing, striking off & consolidating",,,0.0,1.55,0.22
110135,materials_opaque,placeholder,"Vapor retarders, building paper, polyethylene vapor barrier, standard, 6 mil (.006"" thick), 9' x 400' roll",,,13.44,13.54,0.0
030136,materials_opaque,placeholder,"Fine grading, finish grading, small area, to be paved with grader",,,0.0,5.09,4.92
030137,materials_opaque,placeholder,"Fill, gravel fill, compacted, under floor slabs, 4"" deep",,,0.69,1.17,0.01
110138,materials_opaque,placeholder,"Roof deck insulation, extruded polystyrene, 3"" thick, R15, 40 psi compressive strength, fastening excluded",,,9.76,1.58,0.0
040139,materials_opaque,placeholder,"Concrete finishing, fresh concrete flatwork, floors, basic finishing for unspecified flatwork, bull float, manual float & broom finish, incl edging and joints, excl placing, striking off & consolidating",,,0.0,0.52,0.0
080140,materials_opaque,placeholder,"Washing brick, smooth brick, acid wash",,,0.16,2.66,0.0
040141,materials_opaque,placeholder,"Structural concrete, placing, slab on grade, direct chute, up to 6"" thick, includes leveling (strike off) & consolidation, excludes material",,,0.0,6.5,2.25
100142,materials_opaque,placeholder,"Wood framing, partitions, standard & better lumber, 2"" x 6"" studs, 16"" OC, 10' high, includes single bottom plate and double top plate, excludes waste",,,68.49,60.15,0.0
110143,materials_opaque,placeholder,"Sheet metal flashing, aluminum, flexible, mill finish, .019"" thick, including up to 4 bends",,,4.04,10.07,0.0
110144,materials_opaque,placeholder,"Pre-formed joint seals, backer rod, polyethylene, 1/4"" dia",,,472.95,495.85,0.0
110145,materials_opaque,placeholder,"Joint sealants, caulking and sealants, butyl based, bulk, 1/4"" x 1/2""",,,1.97,5.02,0.0
040146,materials_opaque,placeholder,"Structural concrete, placing, walls, pumped, 8"" thick, includes leveling (strike off) & consolidation, excludes material",,,0.0,72.3,14.06
040147,materials_opaque,placeholder,"Structural concrete, placing, elevated slab, pumped, 6"" to 10"" thick, includes leveling (strike off) & consolidation, excludes material",,,0.0,8.62,24.93
090148,materials_opaque,placeholder,"Floor joist, galvanized CF steel, 14 ga x 10"" D, incl fastening to band joists, beams & headers, excl materials, labor only",,,0.0,18.13,0.0
120149,materials_opaque,placeholder,"Doors, hollow metal, commercial, steel, flush, full panel, hollow core, 1-3/8"" thick, 20 ga., 3'-0"" x 7'-0""",,,1791.36,298.89,0.0
120150,materials_opaque,placeholder,"Doors, aluminum, commercial entrance, flush panel doors, pair of, 2'-6"" x 7'-0"", incl. hinges, push/pull, deadlock, cylinder, threshold, excl. glazing",,,4481.05,2888.66,0.0
120151,materials_opaque,placeholder,"Fiberglass, exterior, prehung door, 1-3/4"", 3'-0"" x 7'-0""",,,6305.0,339.11,0.0
120152,materials_opaque,placeholder,"Doors, rolling service, steel, manual, 20 gauge, 10' x 10' high, incl. hardware",,,5182.5,2957.68,0.0
110153,materials_opaque,placeholder,"Extruded polystyrene insulation, rigid, for walls, 25 psi compressive strength, 1"" thick, R5",,,5.62,1.15,0.0
110154,materials_opaque,placeholder,"Polyisocyanurate insulation, for roof decks, 2"" thick, 2#/CF density, fastening excluded",,,3.54,1.36,0.0
110155,materials_opaque,placeholder,"Roof deck insulation, fiberglass, 15/16"" thick, R3.70, fastening excluded",,,4.67,0.15,0.0
040156,materials_opaque,placeholder,"Concrete sawing, concrete walls, plain, per inch of depth, hydraulic saw",,,0.12,20.61,25.28
090157,materials_opaque,placeholder,"Partition, galvanized LB studs, 16 ga x 6"" W studs 16"" OC x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging",,,180.49,14.4,0.0
100158,materials_opaque,placeholder,"Insulating sheathing, expanded polystyrene, 3/4"" thick R2.89, 1#/CF density, fastening excluded",,,1.74,3.76,0.0
110159,materials_opaque,placeholder,"Blanket insulation, for walls or ceilings, kraft faced fiberglass, 3-1/2"" thick, R11, 23"" wide",,,1.87,0.66,0.0
110160,materials_opaque,placeholder,"Blanket insulation, for walls or ceilings, kraft faced fiberglass, 3-1/2"" thick, R13, 23"" wide",,,2.0,1.3,0.0
110161,materials_opaque,placeholder,"Blanket Inuslation for floors/ceilings, fibreglass, unfaced, 12"" thick, including spring type wire with fasteners",VANCOUVER,BRITISH COLUMBIA,1.74,0.41,0.0
110162,materials_opaque,placeholder,"Blanket Inuslation for floors/ceilings, fibreglass, unfaced, 1 side, 3.5"" thick, including spring type wire with fasteners",VANCOUVER,BRITISH COLUMBIA,0.2,3.13,0.0
110163,materials_opaque,placeholder,"roof deck extruded polystyrene, 3"" (R15), 25 PSI modifed to 2x4"" sheets ",VANCOUVER,BRITISH COLUMBIA,7.06,0.21,0.0
110165,materials_opaque,placeholder,"Mineral wool board, rigid, 1"" thick",VANCOUVER,BRITISH COLUMBIA,2.45,1.18,0.0
110166,materials_opaque,placeholder,"Mineral wool board, rigid, 2"" thick",VANCOUVER,BRITISH COLUMBIA,1.85,1.77,0.0
110167,materials_opaque,placeholder,"Mineral wool board, rigid, 4"" thick",VANCOUVER,BRITISH COLUMBIA,4.57,2.44,0.0
110168,materials_opaque,placeholder,"Mineral wool board, rigid, 6"" thick",VANCOUVER,BRITISH COLUMBIA,8.69,1.39,0.0
110169,materials_opaque,placeholder,"Mineral wool board, rigid, 8"" thick",VANCOUVER,BRITISH COLUMBIA,6.53,2.27,0.0
040170,materials_opaque,placeholder,"Precast wall panel, 8x16, 4"" thick, uninsulated",VANCOUVER,BRITISH COLUMBIA,62.49,17.7,11.22
040171,materials_opaque,placeholder,"Precast wall panel, add for 2"" polystyrene",VANCOUVER,BRITISH COLUMBIA,1.27,0.0,0.0
110172,materials_opaque,placeholder,"Mineral wool batt, 4"" thick, R20",VANCOUVER,BRITISH COLUMBIA,1.76,1.56,0.0
040173,materials_opaque,placeholder,"Precast wall panel, add for 3"" polystyrene",VANCOUVER,BRITISH COLUMBIA,5.56,0.0,0.0
040174,materials_opaque,placeholder,"Precast wall panel, add for 4"" polystyrene",VANCOUVER,BRITISH COLUMBIA,7.4,0.0,0.0
100175,materials_opaque,placeholder,"exterior gypsum sheahting, 1/2"" thick, weatherproof, glass mat facer",VANCOUVER,BRITISH COLUMBIA,1.85,0.28,0.0
110176,materials_opaque,placeholder,"self-adhered SBS Air/vapour/moisture barrier, 36"" wide with adhesive",VANCOUVER,BRITISH COLUMBIA,0.54,3.51,0.0
090179,materials_opaque,placeholder,"galv. 2.5"" SS, LB Metal stud framing, stud wall top & bottom, no openings, 2x2.5"", 8 ft at 16"" o/c",VANCOUVER,BRITISH COLUMBIA,5.11,11.39,0.0
090180,materials_opaque,placeholder,"Flynn speedwall system- 6"" Quadcore",VANCOUVER,BRITISH COLUMBIA,349.81,0.0,0.0
090181,materials_opaque,placeholder,"Flynn speedwall system- 6"" Quadcore + batt",VANCOUVER,BRITISH COLUMBIA,378.24,0.0,0.0
080182,materials_opaque,placeholder,"4"" brick veneer w/ galvanized brick ties, galv. Steel shelf angles, lintels. ",VANCOUVER,BRITISH COLUMBIA,57.7,0.0,0.0
080183,materials_opaque,placeholder,"4"" brick veneer w/ stainless steel brick ties, galv. Steel shelf angles, lintels. ",VANCOUVER,BRITISH COLUMBIA,59.96,0.0,0.0
090184,materials_opaque,placeholder,"metal panels, mid-range, standard colour, excludes perimeter/transition sealants.",VANCOUVER,BRITISH COLUMBIA,24.01,0.0,0.0
