province_state,city,division,code_prefix,material,installation,total
ALBERTA,CALGARY,MASONRY,08,100,100,100
ALBERTA,CALGARY,METALS,09,100,100,100
ALBERTA,CALGARY,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
ALBERTA,CALGARY,THERMAL & MOISTURE PROTECTION,11,100,100,100
ALBERTA,CALGARY,OPENINGS,12,100,100,100
ALBERTA,CALGARY,Plaster & Gypsum Board,14,100,100,100
ALBERTA,CALGARY,Ceilings & Acoustic Treatment,15,100,100,100
ALBERTA,CALGARY,Flooring,16,100,100,100
ALBERTA,CALGARY,Wall Finishes & Painting/Coating,17,100,100,100
ALBERTA,CALGARY,FINISHES,13,100,100,100
ALBERTA,CALGARY,COVERS,02,100,100,100
ALBERTA,CALGARY,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
ALBERTA,CALGARY,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
ALBERTA,CALGARY,WEIGHTED AVERAGE,31,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,CONTRACTOR EQUIPMENT,01,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,Concrete Forming & Accessories,05,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,Concrete Reinforcing,06,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,Cast-in-Place Concrete,07,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,CONCRETE,04,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,MASONRY,08,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,METALS,09,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,THERMAL & MOISTURE PROTECTION,11,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,OPENINGS,12,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,Plaster & Gypsum Board,14,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,Ceilings & Acoustic Treatment,15,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,Flooring,16,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,Wall Finishes & Painting/Coating,17,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,FINISHES,13,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,COVERS,02,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
QUEBEC,CAP-DE-LA-MADELEINE,WEIGHTED AVERAGE,31,100,100,100
QUEBEC,CHARLESBOURG,CONTRACTOR EQUIPMENT,01,100,100,100
QUEBEC,CHARLESBOURG,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
QUEBEC,CHARLESBOURG,Concrete Forming & Accessories,05,100,100,100
QUEBEC,CHARLESBOURG,Concrete Reinforcing,06,100,100,100
QUEBEC,CHARLESBOURG,Cast-in-Place Concrete,07,100,100,100
QUEBEC,CHARLESBOURG,CONCRETE,04,100,100,100
QUEBEC,CHARLESBOURG,MASONRY,08,100,100,100
QUEBEC,CHARLESBOURG,METALS,09,100,100,100
QUEBEC,CHARLESBOURG,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
QUEBEC,CHARLESBOURG,THERMAL & MOISTURE PROTECTION,11,100,100,100
QUEBEC,CHARLESBOURG,OPENINGS,12,100,100,100
QUEBEC,CHARLESBOURG,Plaster & Gypsum Board,14,100,100,100
QUEBEC,CHARLESBOURG,Ceilings & Acoustic Treatment,15,100,100,100
QUEBEC,CHARLESBOURG,Flooring,16,100,100,100
QUEBEC,CHARLESBOURG,Wall Finishes & Painting/Coating,17,100,100,100
QUEBEC,CHARLESBOURG,FINISHES,13,100,100,100
QUEBEC,CHARLESBOURG,COVERS,02,100,100,100
QUEBEC,CHARLESBOURG,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
QUEBEC,CHARLESBOURG,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
QUEBEC,CHARLESBOURG,WEIGHTED AVERAGE,31,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,CONTRACTOR EQUIPMENT,01,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,Concrete Forming & Accessories,05,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,Concrete Reinforcing,06,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,Cast-in-Place Concrete,07,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,CONCRETE,04,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,MASONRY,08,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,METALS,09,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,THERMAL & MOISTURE PROTECTION,11,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,OPENINGS,12,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,Plaster & Gypsum Board,14,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,Ceilings & Acoustic Treatment,15,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,Flooring,16,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,Wall Finishes & Painting/Coating,17,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,FINISHES,13,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,COVERS,02,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
PRINCE EDWARD ISLAND,CHARLOTTETOWN,WEIGHTED AVERAGE,31,100,100,100
QUEBEC,CHICOUTIMI,CONTRACTOR EQUIPMENT,01,100,100,100
QUEBEC,CHICOUTIMI,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
QUEBEC,CHICOUTIMI,Concrete Forming & Accessories,05,100,100,100
QUEBEC,CHICOUTIMI,Concrete Reinforcing,06,100,100,100
QUEBEC,CHICOUTIMI,Cast-in-Place Concrete,07,100,100,100
QUEBEC,CHICOUTIMI,CONCRETE,04,100,100,100
QUEBEC,CHICOUTIMI,MASONRY,08,100,100,100
QUEBEC,CHICOUTIMI,METALS,09,100,100,100
QUEBEC,CHICOUTIMI,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
QUEBEC,CHICOUTIMI,THERMAL & MOISTURE PROTECTION,11,100,100,100
QUEBEC,CHICOUTIMI,OPENINGS,12,100,100,100
QUEBEC,CHICOUTIMI,Plaster & Gypsum Board,14,100,100,100
QUEBEC,CHICOUTIMI,Ceilings & Acoustic Treatment,15,100,100,100
QUEBEC,CHICOUTIMI,Flooring,16,100,100,100
QUEBEC,CHICOUTIMI,Wall Finishes & Painting/Coating,17,100,100,100
QUEBEC,CHICOUTIMI,FINISHES,13,100,100,100
QUEBEC,CHICOUTIMI,COVERS,02,100,100,100
QUEBEC,CHICOUTIMI,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
QUEBEC,CHICOUTIMI,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
QUEBEC,CHICOUTIMI,WEIGHTED AVERAGE,31,100,100,100
NEWFOUNDLAND,CORNER BROOK,CONTRACTOR EQUIPMENT,01,100,100,100
NEWFOUNDLAND,CORNER BROOK,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
NEWFOUNDLAND,CORNER BROOK,Concrete Forming & Accessories,05,100,100,100
NEWFOUNDLAND,CORNER BROOK,Concrete Reinforcing,06,100,100,100
NEWFOUNDLAND,CORNER BROOK,Cast-in-Place Concrete,07,100,100,100
NEWFOUNDLAND,CORNER BROOK,CONCRETE,04,100,100,100
NEWFOUNDLAND,CORNER BROOK,MASONRY,08,100,100,100
NEWFOUNDLAND,CORNER BROOK,METALS,09,100,100,100
NEWFOUNDLAND,CORNER BROOK,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
NEWFOUNDLAND,CORNER BROOK,THERMAL & MOISTURE PROTECTION,11,100,100,100
NEWFOUNDLAND,CORNER BROOK,OPENINGS,12,100,100,100
NEWFOUNDLAND,CORNER BROOK,Plaster & Gypsum Board,14,100,100,100
NEWFOUNDLAND,CORNER BROOK,Ceilings & Acoustic Treatment,15,100,100,100
NEWFOUNDLAND,CORNER BROOK,Flooring,16,100,100,100
NEWFOUNDLAND,CORNER BROOK,Wall Finishes & Painting/Coating,17,100,100,100
NEWFOUNDLAND,CORNER BROOK,FINISHES,13,100,100,100
NEWFOUNDLAND,CORNER BROOK,COVERS,02,100,100,100
NEWFOUNDLAND,CORNER BROOK,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
NEWFOUNDLAND,CORNER BROOK,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
NEWFOUNDLAND,CORNER BROOK,WEIGHTED AVERAGE,31,100,100,100
ONTARIO,CORNWALL,CONTRACTOR EQUIPMENT,01,100,100,100
ONTARIO,CORNWALL,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
ONTARIO,CORNWALL,Concrete Forming & Accessories,05,100,100,100
ONTARIO,CORNWALL,Concrete Reinforcing,06,100,100,100
ONTARIO,CORNWALL,Cast-in-Place Concrete,07,100,100,100
ONTARIO,CORNWALL,CONCRETE,04,100,100,100
ONTARIO,CORNWALL,MASONRY,08,100,100,100
ONTARIO,CORNWALL,METALS,09,100,100,100
ONTARIO,CORNWALL,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
ONTARIO,CORNWALL,THERMAL & MOISTURE PROTECTION,11,100,100,100
ONTARIO,CORNWALL,OPENINGS,12,100,100,100
ONTARIO,CORNWALL,Plaster & Gypsum Board,14,100,100,100
ONTARIO,CORNWALL,Ceilings & Acoustic Treatment,15,100,100,100
ONTARIO,CORNWALL,Flooring,16,100,100,100
ONTARIO,CORNWALL,Wall Finishes & Painting/Coating,17,100,100,100
ONTARIO,CORNWALL,FINISHES,13,100,100,100
ONTARIO,CORNWALL,COVERS,02,100,100,100
ONTARIO,CORNWALL,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
ONTARIO,CORNWALL,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
ONTARIO,CORNWALL,WEIGHTED AVERAGE,31,100,100,100
NEW BRUNSWICK,DALHOUSIE,CONTRACTOR EQUIPMENT,01,100,100,100
NEW BRUNSWICK,DALHOUSIE,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
NEW BRUNSWICK,DALHOUSIE,Concrete Forming & Accessories,05,100,100,100
NEW BRUNSWICK,DALHOUSIE,Concrete Reinforcing,06,100,100,100
NEW BRUNSWICK,DALHOUSIE,Cast-in-Place Concrete,07,100,100,100
NEW BRUNSWICK,DALHOUSIE,CONCRETE,04,100,100,100
NEW BRUNSWICK,DALHOUSIE,MASONRY,08,100,100,100
NEW BRUNSWICK,DALHOUSIE,METALS,09,100,100,100
NEW BRUNSWICK,DALHOUSIE,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
NEW BRUNSWICK,DALHOUSIE,THERMAL & MOISTURE PROTECTION,11,100,100,100
NEW BRUNSWICK,DALHOUSIE,OPENINGS,12,100,100,100
NEW BRUNSWICK,DALHOUSIE,Plaster & Gypsum Board,14,100,100,100
NEW BRUNSWICK,DALHOUSIE,Ceilings & Acoustic Treatment,15,100,100,100
NEW BRUNSWICK,DALHOUSIE,Flooring,16,100,100,100
NEW BRUNSWICK,DALHOUSIE,Wall Finishes & Painting/Coating,17,100,100,100
NEW BRUNSWICK,DALHOUSIE,FINISHES,13,100,100,100
NEW BRUNSWICK,DALHOUSIE,COVERS,02,100,100,100
NEW BRUNSWICK,DALHOUSIE,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
NEW BRUNSWICK,DALHOUSIE,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
NEW BRUNSWICK,DALHOUSIE,WEIGHTED AVERAGE,31,100,100,100
NOVA SCOTIA,DARTMOUTH,CONTRACTOR EQUIPMENT,01,100,100,100
NOVA SCOTIA,DARTMOUTH,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
NOVA SCOTIA,DARTMOUTH,Concrete Forming & Accessories,05,100,100,100
NOVA SCOTIA,DARTMOUTH,Concrete Reinforcing,06,100,100,100
NOVA SCOTIA,DARTMOUTH,Cast-in-Place Concrete,07,100,100,100
NOVA SCOTIA,DARTMOUTH,CONCRETE,04,100,100,100
NOVA SCOTIA,DARTMOUTH,MASONRY,08,100,100,100
NOVA SCOTIA,DARTMOUTH,METALS,09,100,100,100
NOVA SCOTIA,DARTMOUTH,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
NOVA SCOTIA,DARTMOUTH,THERMAL & MOISTURE PROTECTION,11,100,100,100
NOVA SCOTIA,DARTMOUTH,OPENINGS,12,100,100,100
NOVA SCOTIA,DARTMOUTH,Plaster & Gypsum Board,14,100,100,100
NOVA SCOTIA,DARTMOUTH,Ceilings & Acoustic Treatment,15,100,100,100
NOVA SCOTIA,DARTMOUTH,Flooring,16,100,100,100
NOVA SCOTIA,DARTMOUTH,Wall Finishes & Painting/Coating,17,100,100,100
NOVA SCOTIA,DARTMOUTH,FINISHES,13,100,100,100
NOVA SCOTIA,DARTMOUTH,COVERS,02,100,100,100
NOVA SCOTIA,DARTMOUTH,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
NOVA SCOTIA,DARTMOUTH,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
NOVA SCOTIA,DARTMOUTH,WEIGHTED AVERAGE,31,100,100,100
ALBERTA,EDMONTON,CONTRACTOR EQUIPMENT,01,100,100,100
ALBERTA,EDMONTON,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
ALBERTA,EDMONTON,Concrete Forming & Accessories,05,100,100,100
ALBERTA,EDMONTON,Concrete Reinforcing,06,100,100,100
ALBERTA,EDMONTON,Cast-in-Place Concrete,07,100,100,100
ALBERTA,EDMONTON,CONCRETE,04,100,100,100
ALBERTA,EDMONTON,MASONRY,08,100,100,100
ALBERTA,EDMONTON,METALS,09,100,100,100
ALBERTA,EDMONTON,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
ALBERTA,EDMONTON,THERMAL & MOISTURE PROTECTION,11,100,100,100
ALBERTA,EDMONTON,OPENINGS,12,100,100,100
ALBERTA,EDMONTON,Plaster & Gypsum Board,14,100,100,100
ALBERTA,EDMONTON,Ceilings & Acoustic Treatment,15,100,100,100
ALBERTA,EDMONTON,Flooring,16,100,100,100
ALBERTA,EDMONTON,Wall Finishes & Painting/Coating,17,100,100,100
ALBERTA,EDMONTON,FINISHES,13,100,100,100
ALBERTA,EDMONTON,COVERS,02,100,100,100
ALBERTA,EDMONTON,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
ALBERTA,EDMONTON,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
ALBERTA,EDMONTON,WEIGHTED AVERAGE,31,100,100,100
ALBERTA,FORT MCMURRAY,CONTRACTOR EQUIPMENT,01,100,100,100
ALBERTA,FORT MCMURRAY,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
ALBERTA,FORT MCMURRAY,Concrete Forming & Accessories,05,100,100,100
ALBERTA,FORT MCMURRAY,Concrete Reinforcing,06,100,100,100
ALBERTA,FORT MCMURRAY,Cast-in-Place Concrete,07,100,100,100
ALBERTA,FORT MCMURRAY,CONCRETE,04,100,100,100
ALBERTA,FORT MCMURRAY,MASONRY,08,100,100,100
ALBERTA,FORT MCMURRAY,METALS,09,100,100,100
ALBERTA,FORT MCMURRAY,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
ALBERTA,FORT MCMURRAY,THERMAL & MOISTURE PROTECTION,11,100,100,100
ALBERTA,FORT MCMURRAY,OPENINGS,12,100,100,100
ALBERTA,FORT MCMURRAY,Plaster & Gypsum Board,14,100,100,100
ALBERTA,FORT MCMURRAY,Ceilings & Acoustic Treatment,15,100,100,100
ALBERTA,FORT MCMURRAY,Flooring,16,100,100,100
ALBERTA,FORT MCMURRAY,Wall Finishes & Painting/Coating,17,100,100,100
ALBERTA,FORT MCMURRAY,FINISHES,13,100,100,100
ALBERTA,FORT MCMURRAY,COVERS,02,100,100,100
ALBERTA,FORT MCMURRAY,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
ALBERTA,FORT MCMURRAY,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
ALBERTA,FORT MCMURRAY,WEIGHTED AVERAGE,31,100,100,100
NEW BRUNSWICK,FREDERICTON,CONTRACTOR EQUIPMENT,01,100,100,100
NEW BRUNSWICK,FREDERICTON,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
NEW BRUNSWICK,FREDERICTON,Concrete Forming & Accessories,05,100,100,100
NEW BRUNSWICK,FREDERICTON,Concrete Reinforcing,06,100,100,100
NEW BRUNSWICK,FREDERICTON,Cast-in-Place Concrete,07,100,100,100
NEW BRUNSWICK,FREDERICTON,CONCRETE,04,100,100,100
NEW BRUNSWICK,FREDERICTON,MASONRY,08,100,100,100
NEW BRUNSWICK,FREDERICTON,METALS,09,100,100,100
NEW BRUNSWICK,FREDERICTON,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
NEW BRUNSWICK,FREDERICTON,THERMAL & MOISTURE PROTECTION,11,100,100,100
NEW BRUNSWICK,FREDERICTON,OPENINGS,12,100,100,100
NEW BRUNSWICK,FREDERICTON,Plaster & Gypsum Board,14,100,100,100
NEW BRUNSWICK,FREDERICTON,Ceilings & Acoustic Treatment,15,100,100,100
NEW BRUNSWICK,FREDERICTON,Flooring,16,100,100,100
NEW BRUNSWICK,FREDERICTON,Wall Finishes & Painting/Coating,17,100,100,100
NEW BRUNSWICK,FREDERICTON,FINISHES,13,100,100,100
NEW BRUNSWICK,FREDERICTON,COVERS,02,100,100,100
NEW BRUNSWICK,FREDERICTON,"FIRE SUPPRESSION, PLUMBING & HVAC",18,100,100,100
NEW BRUNSWICK,FREDERICTON,"ELECTRICAL, COMMUNICATIONS & UTIL.",19,100,100,100
NEW BRUNSWICK,FREDERICTON,WEIGHTED AVERAGE,31,100,100,100
QUEBEC,GATINEAU,CONTRACTOR EQUIPMENT,01,100,100,100
QUEBEC,GATINEAU,"SITE & INFRASTRUCTURE, DEMOLITION",03,100,100,100
QUEBEC,GATINEAU,Concrete Forming & Accessories,05,100,100,100
QUEBEC,GATINEAU,Concrete Reinforcing,06,100,100,100
QUEBEC,GATINEAU,Cast-in-Place Concrete,07,100,100,100
QUEBEC,GATINEAU,CONCRETE,04,100,100,100
QUEBEC,GATINEAU,MASONRY,08,100,100,100
QUEBEC,GATINEAU,METALS,09,100,100,100
QUEBEC,GATINEAU,"WOOD, PLASTICS & COMPOSITES",10,100,100,100
QUEBEC,GATINEAU,THERMAL & MOISTURE PROTECTION,11,100,100,100
QUEBEC,GATINEAU,OPENINGS,12,100,100,100
QUEBEC,GATINEAU,Plaster & Gypsum Board,14,100,100,100
QUEBEC,GATINEAU,Ceilings & Acoustic Treatment,15,100,100,100
QUEBEC,GATINEAU,Flooring,16,100,100,100
